dayname,minutes_watched,date_watched,weekday,date_watched_m,date_watched_m_n,student_country
Monday,4.2,2022-07-04,0,7,July,Other
Monday,0.5,2022-07-04,0,7,July,Other
Sunday,15.9,2022-07-10,6,7,July,Other
Monday,1.6,2022-07-04,0,7,July,Other
Saturday,37.1,2022-07-09,5,7,July,Other
Friday,7.4,2022-07-08,4,7,July,Other
Wednesday,5.6,2022-08-10,2,8,August,Other
Thursday,6.6,2022-08-11,3,8,August,Other
Tuesday,63.8,2022-10-04,1,10,October,Other
Monday,37.0,2022-10-03,0,10,October,Other
Wednesday,55.8,2022-10-05,2,10,October,Other
Thursday,77.1,2022-10-06,3,10,October,Other
Friday,98.4,2022-10-07,4,10,October,Other
Saturday,85.4,2022-10-08,5,10,October,Other
Wednesday,0.8,2022-09-28,2,9,September,Other
Friday,42.9,2022-09-30,4,9,September,Other
Saturday,54.5,2022-10-15,5,10,October,Other
Wednesday,15.8,2022-10-19,2,10,October,Other
Thursday,46.3,2022-10-20,3,10,October,Other
Monday,50.2,2022-10-10,0,10,October,Other
Tuesday,48.7,2022-10-11,1,10,October,Other
Wednesday,57.6,2022-10-12,2,10,October,Other
Thursday,43.5,2022-10-13,3,10,October,Other
Saturday,39.2,2022-10-01,5,10,October,Other
Sunday,47.4,2022-10-02,6,10,October,Other
Sunday,105.6,2022-10-09,6,10,October,Other
Monday,0.8,2022-10-17,0,10,October,Other
Tuesday,1.2,2022-07-05,1,7,July,Other
Tuesday,0.2,2022-07-05,1,7,July,Other
Tuesday,1.2,2022-07-05,1,7,July,Other
Tuesday,0.2,2022-07-05,1,7,July,Other
Thursday,24.2,2022-09-29,3,9,September,Other
Monday,14.7,2022-07-11,0,7,July,Other
Wednesday,32.0,2022-07-27,2,7,July,Other
Friday,1.9,2022-08-05,4,8,August,Other
Tuesday,48.2,2022-08-09,1,8,August,Other
Tuesday,120.1,2022-08-30,1,8,August,Other
Monday,73.6,2022-08-22,0,8,August,Other
Tuesday,74.5,2022-08-23,1,8,August,Other
Wednesday,20.5,2022-08-10,2,8,August,Other
Friday,8.5,2022-08-12,4,8,August,Other
Monday,20.9,2022-07-18,0,7,July,Other
Monday,20.3,2022-07-25,0,7,July,Other
Tuesday,6.2,2022-07-05,1,7,July,Other
Thursday,18.5,2022-07-07,3,7,July,Other
Tuesday,42.4,2022-09-06,1,9,September,Other
Wednesday,62.7,2022-09-21,2,9,September,Other
Monday,82.7,2022-08-29,0,8,August,Other
Wednesday,83.6,2022-08-31,2,8,August,Other
Tuesday,67.0,2022-09-20,1,9,September,Other
Wednesday,93.3,2022-09-28,2,9,September,Other
Wednesday,6.9,2022-09-07,2,9,September,Other
Friday,15.0,2022-09-23,4,9,September,Other
Tuesday,27.3,2022-07-05,1,7,July,Other
Tuesday,2.3,2022-07-05,1,7,July,Other
Tuesday,32.8,2022-07-05,1,7,July,Other
Wednesday,10.6,2022-07-06,2,7,July,Other
Tuesday,6.2,2022-07-05,1,7,July,Other
Tuesday,0.5,2022-07-05,1,7,July,Other
Thursday,2.6,2022-07-07,3,7,July,Other
Friday,1.0,2022-07-08,4,7,July,Other
Saturday,8.6,2022-07-09,5,7,July,Other
Monday,0.3,2022-07-11,0,7,July,Other
Tuesday,28.2,2022-07-05,1,7,July,Other
Tuesday,5.9,2022-08-16,1,8,August,Other
Tuesday,12.5,2022-07-05,1,7,July,Other
Saturday,0.1,2022-07-09,5,7,July,Other
Wednesday,12.8,2022-07-13,2,7,July,Other
Sunday,6.3,2022-08-14,6,8,August,Other
Thursday,6.6,2022-07-14,3,7,July,Other
Wednesday,0.2,2022-07-06,2,7,July,Other
Tuesday,1.4,2022-07-05,1,7,July,Other
Monday,2.0,2022-07-25,0,7,July,Other
Monday,0.8,2022-08-15,0,8,August,Other
Saturday,63.4,2022-07-23,5,7,July,Other
Sunday,68.1,2022-07-24,6,7,July,Other
Tuesday,0.3,2022-07-26,1,7,July,Other
Tuesday,0.4,2022-08-09,1,8,August,Other
Sunday,1.3,2022-07-31,6,7,July,Other
Monday,7.4,2022-07-18,0,7,July,Other
Wednesday,1.5,2022-07-06,2,7,July,Other
Thursday,9.8,2022-08-11,3,8,August,Other
Friday,4.2,2022-08-12,4,8,August,Other
Sunday,49.8,2022-08-14,6,8,August,Other
Saturday,33.4,2022-07-09,5,7,July,Other
Sunday,4.2,2022-08-07,6,8,August,Other
Tuesday,21.7,2022-07-19,1,7,July,Other
Saturday,0.3,2022-07-30,5,7,July,Other
Monday,12.3,2022-08-08,0,8,August,Other
Wednesday,30.6,2022-07-06,2,7,July,Other
Tuesday,13.2,2022-07-05,1,7,July,Other
Tuesday,0.2,2022-07-05,1,7,July,Other
Wednesday,0.1,2022-07-06,2,7,July,Other
Tuesday,40.6,2022-07-05,1,7,July,Other
Friday,45.7,2022-07-15,4,7,July,Other
Sunday,6.7,2022-07-17,6,7,July,Other
Monday,11.1,2022-07-18,0,7,July,Other
Tuesday,39.8,2022-07-19,1,7,July,Other
Saturday,8.3,2022-07-16,5,7,July,Other
Wednesday,20.6,2022-07-20,2,7,July,Other
Wednesday,39.8,2022-07-06,2,7,July,Other
Saturday,21.3,2022-07-09,5,7,July,Other
Sunday,51.5,2022-07-10,6,7,July,Other
Sunday,65.9,2022-07-31,6,7,July,Other
Monday,30.4,2022-07-11,0,7,July,Other
Sunday,69.1,2022-07-17,6,7,July,Other
Wednesday,55.5,2022-07-27,2,7,July,Other
Tuesday,2.9,2022-07-05,1,7,July,Other
Friday,52.4,2022-07-08,4,7,July,Other
Wednesday,11.5,2022-07-06,2,7,July,Other
Wednesday,0.6,2022-07-06,2,7,July,Other
Wednesday,36.4,2022-07-06,2,7,July,Other
Wednesday,84.8,2022-07-06,2,7,July,Other
Thursday,13.8,2022-07-07,3,7,July,Other
Tuesday,4.9,2022-07-26,1,7,July,Other
Wednesday,7.3,2022-07-06,2,7,July,Other
Wednesday,27.9,2022-07-06,2,7,July,Other
Wednesday,69.5,2022-07-06,2,7,July,Other
Friday,36.2,2022-07-08,4,7,July,Other
Saturday,71.5,2022-07-09,5,7,July,Other
Thursday,26.4,2022-07-07,3,7,July,Other
Wednesday,17.7,2022-07-06,2,7,July,Other
Wednesday,4.2,2022-07-06,2,7,July,Other
Tuesday,3.8,2022-07-12,1,7,July,Other
Thursday,0.3,2022-07-14,3,7,July,Other
Wednesday,32.5,2022-07-06,2,7,July,Other
Friday,12.6,2022-07-22,4,7,July,Other
Thursday,56.1,2022-07-07,3,7,July,Other
Friday,22.9,2022-07-08,4,7,July,Other
Monday,14.3,2022-07-11,0,7,July,Other
Tuesday,40.9,2022-07-12,1,7,July,Other
Thursday,3.7,2022-08-04,3,8,August,Other
Wednesday,21.5,2022-07-06,2,7,July,Other
Wednesday,1.9,2022-07-06,2,7,July,Other
Wednesday,4.1,2022-07-06,2,7,July,Other
Wednesday,1.4,2022-07-06,2,7,July,Other
Monday,35.9,2022-08-15,0,8,August,Other
Tuesday,25.8,2022-08-16,1,8,August,Other
Wednesday,19.7,2022-08-17,2,8,August,Other
Wednesday,1.6,2022-07-06,2,7,July,Other
Tuesday,7.6,2022-08-02,1,8,August,Other
Saturday,46.1,2022-10-08,5,10,October,Other
Sunday,20.7,2022-10-09,6,10,October,Other
Tuesday,90.8,2022-10-11,1,10,October,Other
Wednesday,56.1,2022-10-12,2,10,October,Other
Friday,4.6,2022-10-14,4,10,October,Other
Saturday,0.2,2022-10-15,5,10,October,Other
Monday,15.5,2022-10-17,0,10,October,Other
Thursday,18.0,2022-10-20,3,10,October,Other
Wednesday,25.7,2022-07-06,2,7,July,Other
Thursday,38.7,2022-07-07,3,7,July,Other
Friday,50.2,2022-07-08,4,7,July,Other
Wednesday,59.5,2022-10-05,2,10,October,Other
Thursday,54.1,2022-07-21,3,7,July,Other
Friday,25.1,2022-07-22,4,7,July,Other
Wednesday,3.9,2022-08-03,2,8,August,Other
Sunday,47.5,2022-09-25,6,9,September,Other
Friday,8.3,2022-09-02,4,9,September,Other
Monday,1.5,2022-08-08,0,8,August,Other
Sunday,44.4,2022-08-28,6,8,August,Other
Monday,16.2,2022-08-29,0,8,August,Other
Tuesday,10.7,2022-08-30,1,8,August,Other
Wednesday,16.2,2022-08-31,2,8,August,Other
Sunday,21.3,2022-09-04,6,9,September,Other
Monday,31.8,2022-09-05,0,9,September,Other
Tuesday,28.1,2022-09-06,1,9,September,Other
Wednesday,1.4,2022-09-07,2,9,September,Other
Thursday,47.4,2022-09-08,3,9,September,Other
Friday,25.0,2022-09-09,4,9,September,Other
Saturday,3.3,2022-07-23,5,7,July,Other
Sunday,20.9,2022-07-24,6,7,July,Other
Monday,41.2,2022-07-25,0,7,July,Other
Tuesday,29.3,2022-07-26,1,7,July,Other
Wednesday,52.9,2022-07-27,2,7,July,Other
Monday,0.9,2022-08-01,0,8,August,Other
Friday,84.3,2022-07-15,4,7,July,Other
Sunday,107.6,2022-07-17,6,7,July,Other
Monday,42.1,2022-07-18,0,7,July,Other
Tuesday,40.0,2022-07-19,1,7,July,Other
Wednesday,7.6,2022-07-20,2,7,July,Other
Thursday,5.4,2022-07-28,3,7,July,Other
Friday,7.9,2022-07-29,4,7,July,Other
Saturday,0.1,2022-07-30,5,7,July,Other
Monday,36.8,2022-10-10,0,10,October,Other
Saturday,52.8,2022-09-24,5,9,September,Other
Friday,34.5,2022-09-30,4,9,September,Other
Saturday,0.5,2022-10-01,5,10,October,Other
Sunday,0.8,2022-10-02,6,10,October,Other
Monday,0.4,2022-10-03,0,10,October,Other
Saturday,0.2,2022-09-10,5,9,September,Other
Sunday,5.7,2022-09-11,6,9,September,Other
Monday,65.8,2022-09-12,0,9,September,Other
Sunday,14.9,2022-09-18,6,9,September,Other
Friday,2.2,2022-09-16,4,9,September,Other
Monday,30.6,2022-09-19,0,9,September,Other
Tuesday,55.8,2022-09-20,1,9,September,Other
Wednesday,47.9,2022-09-21,2,9,September,Other
Thursday,2.9,2022-09-22,3,9,September,Other
Friday,4.9,2022-09-23,4,9,September,Other
Sunday,26.0,2022-07-10,6,7,July,Other
Monday,59.8,2022-07-11,0,7,July,Other
Tuesday,138.1,2022-07-12,1,7,July,Other
Wednesday,24.9,2022-07-13,2,7,July,Other
Thursday,15.1,2022-07-14,3,7,July,Other
Saturday,5.0,2022-07-16,5,7,July,Other
Thursday,28.1,2022-10-06,3,10,October,Other
Wednesday,41.9,2022-07-06,2,7,July,Other
Thursday,50.5,2022-07-07,3,7,July,Other
Monday,13.5,2022-07-11,0,7,July,Other
Thursday,35.1,2022-07-21,3,7,July,Other
Monday,101.7,2022-07-25,0,7,July,Other
Friday,23.1,2022-07-22,4,7,July,Other
Wednesday,46.0,2022-07-27,2,7,July,Other
Thursday,54.5,2022-07-28,3,7,July,Other
Friday,25.7,2022-07-29,4,7,July,Other
Monday,64.7,2022-08-01,0,8,August,Other
Wednesday,43.4,2022-08-03,2,8,August,Other
Friday,24.8,2022-08-05,4,8,August,Other
Saturday,15.5,2022-08-06,5,8,August,Other
Monday,0.4,2022-08-08,0,8,August,Other
Tuesday,19.9,2022-08-09,1,8,August,Other
Monday,23.2,2022-08-22,0,8,August,Other
Tuesday,32.4,2022-08-23,1,8,August,Other
Monday,34.3,2022-08-29,0,8,August,Other
Tuesday,33.2,2022-08-30,1,8,August,Other
Wednesday,26.9,2022-08-31,2,8,August,Other
Thursday,0.1,2022-09-01,3,9,September,Other
Saturday,22.8,2022-09-17,5,9,September,Other
Wednesday,31.7,2022-07-13,2,7,July,Other
Monday,39.9,2022-07-18,0,7,July,Other
Tuesday,21.8,2022-07-19,1,7,July,Other
Monday,28.8,2022-09-19,0,9,September,Other
Wednesday,28.1,2022-09-21,2,9,September,Other
Thursday,29.4,2022-09-22,3,9,September,Other
Saturday,26.6,2022-09-24,5,9,September,Other
Wednesday,40.1,2022-07-06,2,7,July,Other
Monday,2.4,2022-07-11,0,7,July,Other
Thursday,1.3,2022-07-07,3,7,July,Other
Monday,1.6,2022-07-18,0,7,July,Other
Wednesday,0.3,2022-07-13,2,7,July,Other
Tuesday,38.8,2022-07-26,1,7,July,Other
Tuesday,11.6,2022-08-16,1,8,August,Other
Wednesday,21.1,2022-08-17,2,8,August,Other
Monday,0.1,2022-08-01,0,8,August,Other
Monday,1.8,2022-08-01,0,8,August,Other
Wednesday,0.6,2022-07-06,2,7,July,Other
Wednesday,83.0,2022-07-06,2,7,July,Other
Thursday,27.2,2022-07-07,3,7,July,Other
Wednesday,0.1,2022-07-06,2,7,July,Other
Wednesday,8.5,2022-07-06,2,7,July,Other
Thursday,5.6,2022-07-07,3,7,July,Other
Saturday,0.7,2022-07-09,5,7,July,Other
Sunday,9.3,2022-07-10,6,7,July,Other
Thursday,6.0,2022-07-07,3,7,July,Other
Monday,10.3,2022-07-11,0,7,July,Other
Thursday,3.3,2022-07-07,3,7,July,Other
Thursday,19.9,2022-07-07,3,7,July,Other
Thursday,9.0,2022-07-07,3,7,July,Other
Thursday,0.8,2022-07-07,3,7,July,Other
Thursday,7.0,2022-07-07,3,7,July,Other
Thursday,1.6,2022-07-07,3,7,July,Other
Sunday,7.7,2022-07-10,6,7,July,Other
Monday,34.3,2022-07-11,0,7,July,Other
Monday,51.1,2022-08-15,0,8,August,Other
Wednesday,127.8,2022-08-17,2,8,August,Other
Tuesday,65.0,2022-10-04,1,10,October,Other
Wednesday,26.1,2022-10-05,2,10,October,Other
Thursday,41.6,2022-10-06,3,10,October,Other
Monday,56.4,2022-10-10,0,10,October,Other
Monday,46.7,2022-09-26,0,9,September,Other
Tuesday,53.8,2022-09-27,1,9,September,Other
Wednesday,20.4,2022-09-28,2,9,September,Other
Thursday,56.7,2022-09-29,3,9,September,Other
Friday,45.7,2022-09-30,4,9,September,Other
Monday,1.2,2022-10-03,0,10,October,Other
Wednesday,28.9,2022-09-21,2,9,September,Other
Tuesday,60.4,2022-07-12,1,7,July,Other
Thursday,86.2,2022-09-22,3,9,September,Other
Friday,94.1,2022-09-23,4,9,September,Other
Tuesday,66.5,2022-10-11,1,10,October,Other
Thursday,35.0,2022-10-13,3,10,October,Other
Saturday,33.6,2022-07-09,5,7,July,Other
Monday,2.2,2022-08-22,0,8,August,Other
Friday,35.8,2022-10-14,4,10,October,Other
Tuesday,37.5,2022-10-18,1,10,October,Other
Wednesday,49.1,2022-10-19,2,10,October,Other
Thursday,12.0,2022-07-21,3,7,July,Other
Thursday,28.9,2022-07-07,3,7,July,Other
Thursday,1.3,2022-07-07,3,7,July,Other
Thursday,1.6,2022-07-07,3,7,July,Other
Thursday,9.3,2022-07-07,3,7,July,Other
Monday,11.5,2022-07-11,0,7,July,Other
Thursday,34.6,2022-07-07,3,7,July,Other
Thursday,1.1,2022-07-07,3,7,July,Other
Thursday,1.4,2022-07-07,3,7,July,Other
Thursday,6.3,2022-07-07,3,7,July,Other
Thursday,0.7,2022-09-08,3,9,September,Other
Thursday,1.3,2022-07-07,3,7,July,Other
Thursday,3.3,2022-07-07,3,7,July,Other
Friday,2.9,2022-07-08,4,7,July,Other
Friday,18.8,2022-07-08,4,7,July,Other
Friday,0.7,2022-07-08,4,7,July,Other
Friday,2.4,2022-07-08,4,7,July,Other
Friday,1.2,2022-07-08,4,7,July,Other
Friday,16.7,2022-07-08,4,7,July,Other
Friday,0.1,2022-07-08,4,7,July,Other
Friday,8.6,2022-07-08,4,7,July,Other
Friday,41.8,2022-07-08,4,7,July,Other
Friday,2.8,2022-07-08,4,7,July,Other
Friday,1.2,2022-07-08,4,7,July,Other
Monday,137.9,2022-08-15,0,8,August,Other
Thursday,1.6,2022-08-04,3,8,August,Other
Sunday,4.1,2022-08-21,6,8,August,Other
Monday,1.5,2022-10-17,0,10,October,Other
Saturday,86.2,2022-07-23,5,7,July,Other
Sunday,91.4,2022-07-24,6,7,July,Other
Friday,40.9,2022-07-08,4,7,July,Other
Saturday,52.4,2022-07-09,5,7,July,Other
Sunday,25.5,2022-07-17,6,7,July,Other
Sunday,70.6,2022-07-10,6,7,July,Other
Monday,8.5,2022-07-11,0,7,July,Other
Wednesday,49.2,2022-07-13,2,7,July,Other
Thursday,18.8,2022-07-14,3,7,July,Other
Saturday,55.1,2022-07-16,5,7,July,Other
Tuesday,16.8,2022-07-26,1,7,July,Other
Saturday,28.5,2022-07-30,5,7,July,Other
Sunday,7.1,2022-07-31,6,7,July,Other
Monday,7.0,2022-08-01,0,8,August,Other
Sunday,8.4,2022-08-07,6,8,August,Other
Thursday,38.3,2022-08-11,3,8,August,Other
Friday,33.9,2022-08-12,4,8,August,Other
Saturday,30.4,2022-08-13,5,8,August,Other
Monday,21.6,2022-08-15,0,8,August,Other
Monday,27.2,2022-07-18,0,7,July,Other
Tuesday,14.3,2022-07-19,1,7,July,Other
Wednesday,25.9,2022-07-20,2,7,July,Other
Thursday,40.0,2022-07-21,3,7,July,Other
Friday,31.6,2022-07-22,4,7,July,Other
Friday,0.6,2022-07-08,4,7,July,Other
Friday,4.3,2022-07-08,4,7,July,Other
Tuesday,0.1,2022-10-18,1,10,October,Other
Friday,1.4,2022-07-08,4,7,July,Other
Sunday,38.5,2022-07-10,6,7,July,Other
Friday,1.3,2022-07-08,4,7,July,Other
Friday,14.8,2022-07-08,4,7,July,Other
Friday,47.0,2022-07-08,4,7,July,Other
Friday,0.9,2022-07-08,4,7,July,Other
Friday,0.2,2022-07-08,4,7,July,Other
Friday,18.0,2022-07-08,4,7,July,Other
Saturday,51.6,2022-07-09,5,7,July,Other
Friday,0.5,2022-07-08,4,7,July,Other
Monday,23.0,2022-07-11,0,7,July,Other
Wednesday,16.7,2022-07-13,2,7,July,Other
Tuesday,31.3,2022-07-19,1,7,July,Other
Thursday,13.2,2022-07-14,3,7,July,Other
Monday,27.4,2022-07-18,0,7,July,Other
Sunday,18.0,2022-08-07,6,8,August,Other
Wednesday,12.7,2022-07-20,2,7,July,Other
Thursday,19.1,2022-07-28,3,7,July,Other
Monday,14.6,2022-08-08,0,8,August,Other
Thursday,14.5,2022-07-21,3,7,July,Other
Wednesday,32.3,2022-08-10,2,8,August,Other
Saturday,12.9,2022-07-23,5,7,July,Other
Wednesday,11.4,2022-07-27,2,7,July,Other
Sunday,9.4,2022-08-14,6,8,August,Other
Monday,3.7,2022-08-15,0,8,August,Other
Saturday,15.3,2022-08-20,5,8,August,Other
Sunday,28.3,2022-07-31,6,7,July,Other
Sunday,26.2,2022-08-21,6,8,August,Other
Monday,19.4,2022-08-01,0,8,August,Other
Monday,18.1,2022-08-22,0,8,August,Other
Saturday,11.3,2022-08-27,5,8,August,Other
Thursday,15.9,2022-09-15,3,9,September,Other
Sunday,12.3,2022-08-28,6,8,August,Other
Tuesday,12.0,2022-08-02,1,8,August,Other
Tuesday,18.1,2022-08-30,1,8,August,Other
Thursday,25.4,2022-08-04,3,8,August,Other
Wednesday,9.5,2022-08-31,2,8,August,Other
Sunday,15.5,2022-09-04,6,9,September,Other
Thursday,10.4,2022-09-08,3,9,September,Other
Thursday,3.9,2022-09-22,3,9,September,Other
Friday,10.1,2022-07-08,4,7,July,Other
Saturday,7.4,2022-07-09,5,7,July,Other
Friday,2.8,2022-07-08,4,7,July,Other
Friday,45.2,2022-07-08,4,7,July,Other
Saturday,33.1,2022-07-09,5,7,July,Other
Friday,10.1,2022-07-08,4,7,July,Other
Saturday,1.1,2022-07-09,5,7,July,Other
Tuesday,7.8,2022-07-12,1,7,July,Other
Friday,1.5,2022-09-16,4,9,September,Other
Saturday,8.1,2022-09-17,5,9,September,Other
Saturday,47.6,2022-09-10,5,9,September,Other
Monday,27.4,2022-07-18,0,7,July,Other
Saturday,9.5,2022-07-30,5,7,July,Other
Sunday,51.0,2022-07-10,6,7,July,Other
Monday,16.3,2022-07-11,0,7,July,Other
Tuesday,90.4,2022-07-12,1,7,July,Other
Saturday,19.3,2022-07-09,5,7,July,Other
Thursday,107.4,2022-07-21,3,7,July,Other
Friday,29.1,2022-07-22,4,7,July,Other
Saturday,25.1,2022-07-23,5,7,July,Other
Wednesday,40.1,2022-07-27,2,7,July,Other
Thursday,14.7,2022-07-28,3,7,July,Other
Sunday,6.3,2022-08-14,6,8,August,Other
Monday,14.5,2022-09-05,0,9,September,Other
Tuesday,0.1,2022-09-06,1,9,September,Other
Tuesday,10.0,2022-09-13,1,9,September,Other
Sunday,55.2,2022-08-21,6,8,August,Other
Sunday,31.9,2022-09-25,6,9,September,Other
Sunday,7.9,2022-08-28,6,8,August,Other
Friday,10.2,2022-09-02,4,9,September,Other
Monday,9.6,2022-09-05,0,9,September,Other
Thursday,9.8,2022-09-08,3,9,September,Other
Thursday,14.3,2022-09-22,3,9,September,Other
Friday,14.2,2022-09-23,4,9,September,Other
Saturday,9.4,2022-09-24,5,9,September,Other
Sunday,2.2,2022-10-02,6,10,October,Other
Monday,4.5,2022-09-26,0,9,September,Other
Tuesday,4.1,2022-09-27,1,9,September,Other
Wednesday,8.2,2022-09-28,2,9,September,Other
Thursday,4.4,2022-09-29,3,9,September,Other
Friday,3.2,2022-09-30,4,9,September,Other
Saturday,3.2,2022-10-01,5,10,October,Other
Wednesday,1.5,2022-10-05,2,10,October,Other
Thursday,15.5,2022-10-06,3,10,October,Other
Monday,1.0,2022-10-03,0,10,October,Other
Tuesday,4.2,2022-10-04,1,10,October,Other
Wednesday,12.7,2022-10-19,2,10,October,Other
Thursday,15.6,2022-10-20,3,10,October,Other
Saturday,1.7,2022-07-09,5,7,July,Other
Wednesday,1.1,2022-08-10,2,8,August,Other
Wednesday,58.8,2022-07-13,2,7,July,Other
Saturday,14.6,2022-07-09,5,7,July,Other
Saturday,52.5,2022-07-09,5,7,July,Other
Friday,0.1,2022-07-22,4,7,July,Other
Saturday,0.4,2022-07-09,5,7,July,Other
Sunday,0.5,2022-07-10,6,7,July,Other
Monday,0.8,2022-08-01,0,8,August,Other
Wednesday,1.1,2022-08-24,2,8,August,Other
Friday,1.2,2022-07-15,4,7,July,Other
Wednesday,1.1,2022-07-27,2,7,July,Other
Monday,2.3,2022-08-22,0,8,August,Other
Saturday,2.8,2022-07-09,5,7,July,Other
Monday,33.3,2022-07-11,0,7,July,Other
Tuesday,23.5,2022-07-12,1,7,July,Other
Wednesday,75.6,2022-07-13,2,7,July,Other
Wednesday,14.8,2022-08-31,2,8,August,Other
Friday,17.5,2022-09-02,4,9,September,Other
Wednesday,14.5,2022-09-07,2,9,September,Other
Thursday,16.4,2022-09-08,3,9,September,Other
Saturday,28.1,2022-09-10,5,9,September,Other
Friday,31.9,2022-09-23,4,9,September,Other
Sunday,5.5,2022-09-25,6,9,September,Other
Tuesday,13.6,2022-09-27,1,9,September,Other
Thursday,4.8,2022-09-29,3,9,September,Other
Saturday,12.2,2022-10-01,5,10,October,Other
Wednesday,77.5,2022-08-17,2,8,August,Other
Thursday,27.7,2022-08-18,3,8,August,Other
Friday,128.7,2022-08-26,4,8,August,Other
Friday,32.6,2022-08-19,4,8,August,Other
Saturday,40.6,2022-08-20,5,8,August,Other
Monday,36.1,2022-08-22,0,8,August,Other
Wednesday,64.5,2022-08-24,2,8,August,Other
Thursday,2.9,2022-07-21,3,7,July,Other
Sunday,18.7,2022-07-24,6,7,July,Other
Thursday,31.0,2022-07-28,3,7,July,Other
Monday,6.3,2022-07-25,0,7,July,Other
Wednesday,17.3,2022-07-27,2,7,July,Other
Sunday,33.0,2022-08-07,6,8,August,Other
Friday,37.0,2022-07-29,4,7,July,Other
Sunday,37.4,2022-07-31,6,7,July,Other
Saturday,36.4,2022-07-30,5,7,July,Other
Tuesday,24.8,2022-08-02,1,8,August,Other
Wednesday,20.7,2022-08-03,2,8,August,Other
Friday,6.4,2022-08-05,4,8,August,Other
Thursday,27.8,2022-07-14,3,7,July,Other
Friday,26.1,2022-07-15,4,7,July,Other
Wednesday,52.8,2022-07-20,2,7,July,Other
Sunday,97.0,2022-07-17,6,7,July,Other
Saturday,27.4,2022-07-16,5,7,July,Other
Monday,13.5,2022-07-18,0,7,July,Other
Tuesday,16.4,2022-07-19,1,7,July,Other
Monday,14.8,2022-08-08,0,8,August,Other
Tuesday,9.2,2022-08-09,1,8,August,Other
Wednesday,29.7,2022-08-10,2,8,August,Other
Thursday,32.0,2022-08-11,3,8,August,Other
Saturday,25.2,2022-08-13,5,8,August,Other
Sunday,9.7,2022-08-14,6,8,August,Other
Monday,21.7,2022-08-15,0,8,August,Other
Tuesday,16.7,2022-08-16,1,8,August,Other
Sunday,2.1,2022-07-10,6,7,July,Other
Saturday,32.8,2022-07-09,5,7,July,Other
Sunday,116.2,2022-07-10,6,7,July,Other
Saturday,0.2,2022-07-09,5,7,July,Other
Sunday,12.2,2022-07-17,6,7,July,Other
Monday,7.5,2022-07-18,0,7,July,Other
Saturday,3.5,2022-07-09,5,7,July,Other
Friday,27.2,2022-07-15,4,7,July,Other
Saturday,11.8,2022-07-09,5,7,July,Other
Saturday,1.7,2022-07-09,5,7,July,Other
Wednesday,2.3,2022-07-13,2,7,July,Other
Sunday,10.5,2022-07-10,6,7,July,Other
Saturday,30.7,2022-07-09,5,7,July,Other
Sunday,0.6,2022-07-10,6,7,July,Other
Friday,3.6,2022-07-15,4,7,July,Other
Saturday,0.2,2022-07-16,5,7,July,Other
Saturday,0.2,2022-07-09,5,7,July,Other
Saturday,1.7,2022-07-09,5,7,July,Other
Wednesday,26.6,2022-08-31,2,8,August,Other
Saturday,0.2,2022-07-09,5,7,July,Other
Wednesday,2.3,2022-08-17,2,8,August,Other
Saturday,0.3,2022-07-09,5,7,July,Other
Saturday,11.7,2022-07-09,5,7,July,Other
Sunday,1.8,2022-07-10,6,7,July,Other
Saturday,1.1,2022-07-09,5,7,July,Other
Saturday,2.1,2022-07-09,5,7,July,Other
Saturday,0.1,2022-07-09,5,7,July,Other
Monday,6.2,2022-08-15,0,8,August,Other
Tuesday,10.6,2022-09-27,1,9,September,Other
Wednesday,15.5,2022-09-28,2,9,September,Other
Tuesday,0.3,2022-10-04,1,10,October,Other
Saturday,5.0,2022-10-08,5,10,October,Other
Sunday,24.3,2022-07-24,6,7,July,Other
Tuesday,20.2,2022-10-11,1,10,October,Other
Sunday,16.6,2022-08-28,6,8,August,Other
Tuesday,1.7,2022-07-26,1,7,July,Other
Saturday,11.7,2022-09-10,5,9,September,Other
Monday,1.3,2022-08-01,0,8,August,Other
Sunday,28.4,2022-07-10,6,7,July,Other
Sunday,8.9,2022-07-10,6,7,July,Other
Friday,9.8,2022-08-12,4,8,August,Other
